order_item_id,order_id,product_id,quantity,unit_price
133,40,227,3,74592
134,40,34,1,58363
135,40,248,2,47885
136,40,53,3,16169
137,41,152,1,33611
138,41,147,1,25713
139,41,417,2,70839
140,41,434,4,42338
141,42,464,4,26898
142,42,393,1,14448
143,42,239,1,16872
144,42,2,4,51036
145,43,349,4,12517
146,43,39,2,54832
147,44,485,3,5314
148,44,309,3,53031
149,44,118,1,1158
150,45,287,2,39594
151,45,31,1,8078
152,45,160,2,25582
153,45,394,3,28038
154,45,326,2,15003
155,46,74,3,17503
156,46,186,1,57303
157,46,185,1,11626
158,46,387,4,74504
159,47,427,2,51226
160,48,424,3,32900
161,48,277,4,19557
162,48,455,1,51636
163,48,343,2,50588
164,49,268,2,34718
165,49,416,1,65012
166,49,54,2,65084
167,49,48,2,9378
168,49,417,3,68016
169,50,276,3,7037
170,50,143,3,28399
171,51,499,1,15872
172,51,355,2,12917
173,52,269,2,70995
174,52,49,2,77469
175,52,160,3,46341
176,52,331,4,6243
177,52,468,3,37510
178,53,48,2,23785
179,53,302,2,42533
180,54,73,3,25703
181,54,363,3,38772
182,54,90,2,24551
183,55,498,4,67928
184,56,371,1,43796
185,57,382,3,7398
186,58,322,1,53627
187,58,125,4,21557
188,58,300,2,53173
189,58,52,2,49285
190,58,112,1,61324
191,59,163,3,8749
192,59,322,2,38334
193,59,218,2,47873
194,59,147,4,78149
195,59,148,1,45700
196,60,49,3,55406
197,61,164,3,48639
198,61,407,4,26109
199,61,391,4,73325
200,61,267,1,16285
201,62,46,1,43245
202,62,3,2,1636
203,62,152,4,25273
204,62,215,1,78102
205,63,486,2,77471
206,64,411,2,49908
207,64,392,2,30370
208,64,279,4,14936
209,64,225,1,48446
210,64,209,4,58543
211,65,240,2,26913
212,65,232,3,5347
213,65,236,1,40817
214,66,101,3,21020
215,66,428,1,32388
216,66,324,2,41507
217,67,117,1,23861
218,68,404,1,7120
219,68,362,1,15749
220,69,144,3,31406
221,69,352,1,46983
222,70,43,2,18726
223,70,386,2,11489
224,70,53,3,10465
225,70,277,1,72805
226,70,278,1,79691
227,71,199,3,6961
228,71,308,4,49340
229,71,203,2,45320
230,71,444,1,35932
231,71,281,1,3696
232,72,67,3,46408
233,73,207,4,1972
234,73,248,2,11990
235,73,252,3,34853
236,73,129,1,63531
237,73,72,3,23174
238,74,332,3,79938
239,74,456,4,52798
240,74,62,2,75089
241,75,230,1,6707
242,75,148,4,75059
243,75,167,1,55299
244,75,384,4,3971
245,76,475,3,17018
246,77,388,3,7355
247,77,388,4,32587
248,77,57,3,39412
249,77,270,4,58638
250,77,14,3,29671
251,78,199,3,41643
252,78,331,4,45694
253,78,482,1,73227
254,79,328,2,18321
255,79,102,3,27913
256,79,492,3,1646
257,79,446,3,12270
258,80,134,2,61409
259,81,74,1,50764
260,81,189,4,69987
261,81,174,2,3735
262,81,4,4,54710
263,81,289,3,75946
264,82,450,2,19673
265,82,237,1,76033
266,82,192,3,53112
267,82,498,4,27580
268,82,210,2,49259
269,83,396,1,21133
270,83,47,4,52083
271,83,406,4,54646
272,83,260,1,29498
273,83,67,1,3318
274,84,17,4,41328
275,85,171,2,55499
276,85,378,1,6036
277,86,273,1,3257
278,86,285,3,60368
279,87,269,2,42029
280,87,95,3,18955
281,87,473,1,67657
282,87,65,4,47106
283,87,256,1,60015
284,88,93,4,6829
285,88,458,3,53819
286,88,425,2,62768
287,89,426,1,12273
288,89,28,4,77635
289,89,438,4,20014
290,89,89,4,32352
291,89,432,3,49339
292,90,449,4,77779
293,90,285,4,35461
294,90,268,3,592
295,90,385,3,22110
296,91,497,4,11807
297,91,76,2,58062
298,92,174,1,49970
299,92,261,4,57339
300,92,393,2,79331
301,92,76,4,62185
302,93,54,2,40789
303,93,374,4,66214
304,93,473,4,66887
305,93,87,1,34992
306,93,350,4,67496
307,94,412,2,43381
308,94,354,4,58166
309,94,63,2,39360
310,94,476,3,38334
311,94,243,1,48154
312,95,88,4,57659
313,96,430,4,61156
314,96,290,2,70538
315,96,249,2,47636
316,96,171,4,46117
317,97,221,1,35011
318,97,259,3,77528
319,97,138,2,9042
320,98,474,1,78448
321,98,82,3,30491
322,99,447,2,14385
323,100,168,2,6624
324,100,135,4,48807
325,100,343,2,30796
326,101,256,1,56235
327,101,54,1,79659
328,101,89,4,37808
329,101,263,3,11299
330,101,382,4,61616
331,102,343,4,50054
332,102,427,4,13764
333,102,444,4,48271
334,103,315,3,6483
335,103,265,4,46457
336,104,336,1,32813
337,104,475,2,36356
338,104,341,4,34568
339,104,25,3,6079
340,105,277,3,8904
341,105,5,3,7842
342,105,100,4,5258
343,106,266,4,78539
344,107,120,2,49841
345,107,205,3,69471
346,107,369,1,42761
347,108,262,3,71979
348,108,416,4,79432
349,108,421,2,38774
350,108,284,1,34158
351,109,364,2,71641
352,109,103,3,9864
353,109,227,4,2657
354,109,118,4,4271
355,110,144,1,11959
356,110,260,1,15198
357,111,221,4,7902
358,111,271,1,51417
359,112,318,1,62602
360,112,140,4,55495
361,113,397,4,3152
362,113,409,3,65698
363,113,1,3,22633
364,113,332,3,4827
365,114,491,1,1715
366,115,335,1,69752
367,116,353,4,1018
368,116,32,4,24759
369,117,5,1,79575
370,118,384,4,1111
371,118,28,1,76843
372,118,126,3,21895
373,118,377,2,54083
374,119,179,2,37289
375,119,174,4,40959
376,119,397,1,35258
377,119,304,1,63246
378,120,434,2,46529
379,120,8,2,16985
380,120,491,2,8704
381,121,14,3,17569
382,121,462,4,54691
383,122,291,2,45542
384,122,188,2,20424
385,122,473,4,16527
386,123,21,2,62071
387,123,233,1,45427
388,123,160,4,40612
389,123,469,1,55795
390,123,60,4,20440
391,124,264,3,74390
392,124,421,3,68289
393,124,331,3,63394
394,125,355,4,75544
395,126,253,4,13327
396,126,284,3,49728
397,127,434,4,70601
398,127,343,1,34348
399,128,338,3,43544
400,129,172,1,39220
401,130,145,1,2077
402,130,249,1,12807
403,130,235,2,30288
404,130,485,3,77292
405,131,270,1,22831
406,132,62,1,30468
407,132,169,2,44950
408,132,47,4,5197
409,132,50,4,4253
410,133,422,1,49006
411,133,178,3,22704
412,133,385,2,43085
413,133,122,2,47837
414,134,80,1,39901
415,134,184,1,51369
416,134,492,3,37241
417,134,282,3,977
418,135,311,3,73875
419,136,331,2,15612
420,136,439,3,40687
421,137,6,4,25281
422,137,245,2,63246
423,137,59,2,44921
424,137,288,2,25851
425,137,155,3,32462
426,138,92,1,4942
427,138,306,4,29963
428,138,304,4,38224
429,138,151,2,48754
430,138,317,3,78257
431,139,174,1,59147
432,139,186,3,38561
433,139,280,2,70408
434,139,124,2,20922
435,140,62,1,74600
436,140,397,4,4879
437,140,439,3,64104
438,141,74,2,69467
439,141,271,4,65657
440,141,82,2,73835
441,142,266,3,76594
442,142,269,4,49832
443,142,295,1,61549
444,142,429,1,6447
445,143,56,1,30782
446,143,299,3,57767
447,143,426,2,76678
448,144,322,2,27153
449,144,136,4,28914
450,144,249,3,66602
451,144,197,2,29881
452,144,77,2,49662
453,145,148,3,66380
454,145,421,1,14363
455,145,250,3,49313
456,145,369,3,69719
457,145,459,4,29783
458,146,270,4,72028
459,146,25,1,48606
460,146,161,4,40024
461,146,171,1,16657
462,146,237,2,38946
463,147,415,4,11623
464,148,389,1,3668
465,149,126,1,7352
466,149,440,3,18019
467,150,238,3,13340
468,150,202,2,69959
469,150,144,2,17391
470,150,253,3,72677
471,151,468,2,56094
472,151,459,1,5970
473,151,156,2,66720
474,151,376,3,47528
475,151,37,2,66571
476,152,239,4,13684
477,152,16,2,62050
478,152,292,1,73325
479,153,286,2,67885
480,154,249,2,15351
481,154,126,2,71452
482,154,223,4,768
483,154,435,4,55858
484,155,280,3,33428
485,155,148,4,77289
486,155,232,2,11904
487,155,476,2,26413
488,155,15,2,17531
489,156,363,2,37035
490,156,83,1,61267
491,156,112,4,37761
492,156,348,3,67344
493,157,109,4,75299
494,157,496,2,66387
495,157,490,4,35313
496,158,446,3,18437
497,158,9,1,43845
498,159,418,3,7756
499,159,22,1,46769
500,160,179,2,37874
501,160,439,1,26187
502,160,191,4,31054
503,160,453,1,24047
504,160,89,4,74986
505,161,35,2,56321
506,161,43,4,49194
507,161,45,3,33982
508,162,478,2,23799
509,162,29,4,4694
510,162,442,2,9388
511,162,385,2,56766
512,162,309,1,28820
513,163,80,2,27810
514,163,349,2,77385
515,163,497,4,37216
516,163,49,3,43526
517,163,240,2,19696
518,164,417,1,59584
519,164,4,4,56768
520,164,149,4,53370
521,164,391,3,17141
522,165,253,4,5426
523,166,481,1,30808
524,166,314,3,75563
525,166,466,2,31260
526,166,90,2,12037
527,167,46,3,15825
528,167,178,4,860
529,167,103,3,17201
530,167,336,1,13748
531,167,468,2,49930
532,168,139,3,59487
533,168,206,3,52327
534,169,367,3,51140
535,169,13,3,45339
536,169,161,3,59664
537,169,137,1,75055
538,170,173,3,17267
539,170,73,3,66204
540,171,187,1,70718
541,171,185,1,10899
542,171,471,3,75356
543,172,441,4,49488
544,172,217,1,39318
545,172,132,3,28755
546,173,335,3,39860
547,173,390,2,20251
548,174,362,1,30410
549,174,2,2,55715
550,174,246,2,75160
551,174,13,3,74014
552,174,305,3,60278
553,175,476,4,26407
554,175,84,2,45669
555,175,267,1,13581
556,175,443,4,52221
557,176,351,1,7290
558,177,499,4,57241
559,177,84,2,5578
560,177,447,4,56156
561,177,187,3,32445
562,177,426,1,72602
563,178,317,3,61412
564,178,82,1,58576
565,178,267,1,35315
566,178,275,4,73495
567,178,285,2,31355
568,179,343,3,16322
569,179,15,3,13840
570,179,207,2,33579
571,180,26,4,31439
572,180,278,1,34570
573,180,48,1,69801
574,180,395,2,63998
575,181,221,4,36891
576,181,42,1,5876
577,182,223,1,48425
578,183,499,2,16290
579,183,376,1,3954
580,183,190,3,71890
581,183,360,3,60312
582,184,352,2,79501
583,184,52,2,68359
584,184,10,2,33273
585,184,252,1,37993
586,184,299,4,51112
587,185,136,3,72351
588,185,425,4,11911
589,185,14,3,14424
590,185,164,1,39771
591,186,234,4,13920
592,186,141,2,1551
593,187,98,1,9649
594,187,4,4,42988
595,188,326,2,10037
596,188,366,1,54335
597,188,116,1,63659
598,188,341,3,45746
599,188,452,4,16589
600,189,81,4,58392
601,189,196,1,56702
602,189,458,3,8243
603,189,498,1,51466
604,190,176,3,74395
605,190,185,2,33976
606,191,72,4,62512
607,191,429,1,66281
608,191,80,2,65373
609,192,55,3,56736
610,192,307,4,70621
611,192,343,2,65537
612,193,157,1,14377
613,193,468,1,6529
614,193,15,2,65668
615,194,367,4,36775
616,194,360,4,46697
617,195,380,4,9362
618,195,72,1,47693
619,195,98,4,23187
620,195,159,4,45701
621,196,242,3,40592
622,196,490,4,73310
623,197,89,1,42338
624,198,152,1,64750
625,198,366,4,74696
626,198,264,2,44658
627,198,249,2,75269
628,199,307,3,59158
629,199,461,1,53409
630,199,293,4,42813
631,199,155,1,37636
632,199,9,3,46721
633,200,64,2,26182
634,200,325,2,34974
635,201,422,1,33967
636,201,136,2,64535
637,201,259,2,43529
638,201,403,1,47668
639,201,154,4,42493
640,202,484,2,63726
641,202,360,2,60633
642,202,133,2,3571
643,203,413,4,67030
644,204,86,2,35469
645,204,269,3,16116
646,204,149,3,2862
647,204,199,1,1998
648,204,253,1,52214
649,205,65,4,52762
650,206,66,1,67125
651,206,324,2,28757
652,206,345,1,4553
653,207,112,2,61943
654,207,165,2,68724
655,207,458,2,73663
656,207,253,2,42036
657,207,366,1,19142
658,208,35,4,21186
659,208,251,2,46708
660,208,232,1,47677
661,208,371,4,30932
662,209,124,4,43594
663,210,276,2,58799
664,210,22,4,78424
665,210,60,2,51963
666,210,315,3,31929
667,211,412,2,21451
668,211,211,2,27703
669,211,173,1,77350
670,211,244,4,14649
671,212,27,2,1844
672,212,323,2,4193
673,212,159,3,50166
674,212,165,3,11185
675,212,297,4,72377
676,213,77,3,68803
677,213,464,4,42090
678,213,387,2,25652
679,213,455,1,72086
680,214,465,1,17505
681,214,362,1,43313
682,215,482,2,20755
683,215,490,1,70542
684,215,470,2,54299
685,215,360,1,49978
686,216,241,2,66478
687,216,120,3,62429
688,217,304,1,2532
689,218,446,2,8181
690,218,426,3,68744
691,218,49,1,53770
692,218,128,1,25283
693,218,286,4,23119
694,219,403,3,63218
695,219,191,1,14017
696,219,56,4,62421
697,219,82,4,46159
698,219,437,4,31955
699,220,461,2,53775
700,221,71,1,27252
701,221,289,4,27917
702,221,197,4,57453
703,221,11,2,75956
704,222,234,1,27153
705,222,429,3,9314
706,222,407,2,71951
707,222,474,2,77386
708,222,177,1,58427
709,223,385,4,28471
710,223,350,3,6556
711,223,356,2,17583
712,223,253,1,36452
713,224,304,1,12969
714,224,295,2,35003
715,225,492,4,37154
716,226,51,2,36979
717,226,181,2,28865
718,226,76,4,61748
719,226,348,1,62616
720,226,10,1,77611
721,227,115,3,63909
722,228,89,2,61802
723,228,265,2,7009
724,228,352,3,70975
725,229,185,1,14303
726,230,340,4,37653
727,231,66,4,17869
728,231,275,1,53878
729,231,126,4,63493
730,231,123,4,36503
731,231,394,3,8861
732,232,184,2,33116
733,232,448,2,8588
734,232,325,2,75434
735,233,367,1,52162
736,234,186,3,14329
737,234,135,1,61197
738,234,496,4,58306
739,234,344,2,32327
740,235,202,2,56916
741,235,225,4,37523
742,235,466,3,57020
743,236,124,1,28986
744,236,137,3,3006
745,236,399,4,66721
746,237,355,1,42541
747,238,179,4,53703
748,238,18,1,52007
749,239,423,1,60077
750,239,176,3,66185
751,240,461,2,54814
752,240,419,2,17835
753,240,320,2,77588
754,240,370,1,34536
755,241,121,4,49866
756,241,446,3,29146
757,241,298,2,78909
758,242,126,1,23289
759,242,20,4,29388
760,242,311,4,15921
761,242,367,2,58810
762,243,62,1,52467
763,243,373,4,70600
764,243,282,1,11047
765,243,211,4,9165
766,244,333,2,35493
767,244,169,1,7680
768,244,250,3,50550
769,244,66,2,35097
770,245,18,3,17764
771,245,462,4,67699
772,245,325,3,23871
773,245,391,4,16032
774,246,225,1,25683
775,246,416,3,52902
776,246,498,3,73523
777,246,383,4,58340
778,247,212,3,29548
779,248,43,2,49677
780,248,460,4,41760
781,248,263,1,66106
782,249,444,1,8307
783,249,56,2,48823
784,249,57,2,73628
785,249,86,4,6434
786,250,135,2,31406
787,250,436,3,9555
788,250,88,1,650
789,251,115,1,10134
790,251,211,2,9860
791,252,471,2,19999
792,253,1,2,60608
793,253,477,4,23319
794,253,124,4,32575
795,253,101,2,74527
796,253,462,2,7325
797,254,88,2,27206
798,255,62,3,21866
799,255,5,2,35579
800,255,430,1,51512
801,255,139,2,17601
802,255,492,1,63836
803,256,12,4,6235
804,256,410,4,35738
805,256,233,2,33352
806,257,304,1,22729
807,257,238,1,23423
808,257,363,4,77291
809,257,460,1,35665
810,258,96,1,73636
811,258,397,1,22770
812,258,235,4,17856
813,259,83,2,64865
814,259,296,3,28530
815,259,149,2,64692
816,259,228,3,30076
817,259,39,3,7361
818,260,137,4,71597
819,260,177,1,70795
820,261,74,3,26488
821,261,405,1,54416
822,261,61,3,30199
823,261,266,2,35059
824,262,312,2,59382
825,262,323,1,51668
826,263,232,3,44688
827,263,344,2,35042
828,263,61,3,36212
829,264,224,2,31082
830,264,214,4,9938
831,265,115,3,24379
832,265,35,1,72862
833,266,351,4,28995
834,266,315,2,34818
835,266,75,3,44166
836,266,183,1,33503
837,266,75,2,37231
838,267,212,3,22304
839,268,332,2,68441
840,268,394,1,59685
841,268,128,4,15399
842,268,395,1,72363
843,269,338,4,30449
844,269,368,3,38559
845,269,416,1,3671
846,269,5,2,18529
847,270,287,4,60244
848,270,185,4,77172
849,271,378,2,63057
850,272,15,3,64599
851,273,325,4,25481
852,273,266,1,30968
853,274,5,1,7618
854,274,301,1,29060
855,275,32,1,14836
856,276,291,1,7125
857,276,454,2,73781
858,276,396,2,15226
859,276,437,1,26360
860,276,54,4,67568
861,277,54,1,38548
862,277,298,4,66526
863,277,188,2,56265
864,278,447,1,10791
865,278,377,4,23592
866,278,305,3,18784
867,279,470,3,48773
868,279,247,2,67364
869,279,245,1,75274
870,280,340,1,42092
871,280,499,3,21330
872,280,185,2,7220
873,280,363,2,18618
874,280,33,2,62039
875,281,160,4,43670
876,281,110,3,53610
877,281,433,2,35311
878,282,208,3,51862
879,282,249,1,41402
880,283,137,3,67434
881,283,460,2,24583
882,284,55,1,2406
883,285,489,2,13336
884,285,223,1,9359
885,285,227,1,79601
886,286,333,4,60682
887,287,6,3,32517
888,288,486,3,14825
889,288,17,2,46160
890,289,137,1,49126
891,289,113,2,27349
892,289,146,3,66017
893,289,62,1,47165
894,289,480,1,31279
895,290,328,2,71567
896,290,43,1,47987
897,290,376,3,58381
898,291,115,1,43205
899,291,466,4,76524
900,292,338,1,45810
901,292,77,3,65312
902,292,282,4,51211
903,292,268,3,13536
904,292,66,1,56047
905,293,59,2,51340
906,293,73,2,52131
907,293,325,3,31163
908,293,295,3,16030
909,293,498,1,61204
910,294,118,3,74542
911,294,185,2,78195
912,295,172,3,4204
913,295,399,3,35633
914,295,352,4,31483
915,296,94,1,73084
916,296,6,4,3212
917,297,284,2,56766
918,297,430,4,12919
919,297,476,1,73667
920,297,444,3,39446
921,298,328,4,5480
922,298,308,4,65101
923,298,267,4,21110
924,298,482,4,65816
925,299,102,2,30853
926,299,164,3,20859
927,299,293,1,40718
928,300,86,2,47183
929,300,452,3,42675
930,300,361,1,32926
931,300,114,1,43407
932,301,34,3,28719
933,301,109,2,10175
934,301,35,3,17506
935,301,171,3,66864
936,301,39,4,44897
937,302,395,3,31268
938,302,422,1,79988
939,302,66,2,54318
940,302,482,1,77527
941,303,153,2,14197
942,303,93,3,59726
943,303,155,4,48661
944,303,472,2,42914
945,304,2,4,51977
946,304,352,1,75220
947,304,460,3,53067
948,304,217,1,16330
949,304,59,1,71069
950,305,342,4,39538
951,306,156,2,46969
952,306,331,4,15931
953,306,475,3,5943
954,307,57,3,43286
955,307,441,1,6922
956,307,8,1,26017
957,307,178,4,15698
958,307,48,3,63208
959,308,276,3,61176
960,309,321,1,32980
961,309,106,4,14200
962,309,466,1,12082
963,309,466,3,18020
964,310,32,1,6352
965,310,420,2,55390
966,310,470,4,57001
967,310,108,1,57397
968,311,286,4,69162
969,311,300,1,46550
970,312,497,3,56688
971,312,293,1,52181
972,312,333,3,42994
973,313,91,1,43801
974,313,243,3,24138
975,313,312,3,8214
976,313,193,1,13834
977,313,101,1,44630
978,314,397,3,37044
979,314,196,2,9155
980,314,8,2,29483
981,314,4,1,33016
982,315,398,3,46491
983,316,386,1,69541
984,316,161,2,27076
985,317,274,4,67722
986,318,45,2,9241
987,318,208,3,78141
988,318,211,2,67188
989,318,278,4,53950
990,318,141,3,35275
991,319,447,2,15226
992,320,392,1,63805
993,320,76,1,50580
994,320,256,2,15048
995,320,464,3,17064
996,320,101,4,1003
997,321,387,1,1425
998,321,12,2,75298
999,322,159,1,44335
1000,322,312,2,46607
1001,323,127,2,66938
1002,323,73,1,14940
1003,323,172,1,4843
1004,324,462,4,2236
1005,324,351,1,24946
1006,324,459,3,37286
1007,324,204,2,26382
1008,324,164,1,19128
1009,325,459,4,31339
1010,325,306,2,22607
1011,325,53,1,59685
1012,325,374,2,33211
1013,326,369,1,78886
1014,326,453,3,43801
1015,327,144,1,26081
1016,327,367,2,49899
1017,327,55,4,75585
1018,328,15,1,28670
1019,328,191,4,54164
1020,328,102,4,76265
1021,329,127,1,5558
1022,330,329,4,42430
1023,330,413,3,54918
1024,330,454,4,50891
1025,330,137,1,31205
1026,330,67,2,73432
1027,331,433,2,36356
1028,331,421,3,31346
1029,332,47,3,62720
1030,333,69,2,64104
1031,333,42,1,45957
1032,333,183,2,79591
1033,334,292,1,38605
1034,334,61,1,56236
1035,334,77,1,10871
1036,335,164,3,19793
1037,335,494,4,12289
1038,335,457,4,23219
1039,335,326,2,18137
1040,335,215,4,70345
1041,336,430,3,12221
1042,336,245,2,61824
1043,337,343,4,52421
1044,337,186,1,47061
1045,338,145,1,67739
1046,338,8,2,14596
1047,338,159,2,35363
1048,339,30,3,28724
1049,339,480,4,37477
1050,339,311,2,6692
1051,339,258,4,53654
1052,340,263,2,61929
1053,341,329,1,9387
1054,341,208,2,19763
1055,341,484,3,12080
1056,341,87,1,55513
1057,341,73,3,40127
1058,342,460,3,23225
1059,343,217,2,5399
1060,344,406,4,13886
1061,344,256,2,73878
1062,344,112,3,27690
1063,345,396,1,73925
1064,345,101,1,10218
1065,345,420,4,7874
1066,346,133,3,65429
1067,346,142,2,16240
1068,346,135,2,44605
1069,347,51,2,59961
1070,347,164,1,39072
1071,347,299,4,52148
1072,347,290,2,22719
1073,347,183,4,20992
1074,348,479,3,62773
1075,348,351,1,63556
1076,348,241,2,15666
1077,348,479,4,78429
1078,348,181,3,7887
1079,349,138,1,34870
1080,349,330,2,11836
1081,350,433,4,39863
1082,350,127,1,52027
1083,350,246,3,7080
1084,350,320,1,5991
1085,350,32,4,38131
1086,351,292,2,31895
1087,351,168,4,29001
1088,351,400,1,3726
1089,351,103,1,76582
1090,352,214,1,68760
1091,352,269,2,76817
1092,353,354,1,33954
1093,353,443,4,32409
1094,353,493,4,49829
1095,354,35,2,76977
1096,354,299,1,6025
1097,354,359,1,66130
1098,354,120,1,63004
1099,355,303,1,68536
1100,355,140,3,16748
1101,356,143,4,27349
1102,357,232,4,4713
1103,357,387,1,60099
1104,357,149,4,41498
1105,357,249,3,2895
1106,357,258,3,52341
1107,358,399,1,39138
1108,358,479,4,65548
1109,358,45,1,8054
1110,358,405,2,73907
1111,359,228,3,76045
1112,359,297,4,9882
1113,359,319,1,33262
1114,359,61,2,8921
1115,359,380,4,7713
1116,360,193,3,51517
1117,360,499,4,14471
1118,360,297,3,62649
1119,361,298,2,67336
1120,361,306,2,51796
1121,361,48,3,69275
1122,361,375,2,32920
1123,362,342,2,77782
1124,362,324,3,37028
1125,362,179,1,4345
1126,363,15,3,30918
1127,363,452,3,18076
1128,363,369,1,37879
1129,364,383,1,55353
1130,364,59,4,46254
1131,365,102,3,3704
1132,365,24,4,34732
1133,365,277,2,76333
1134,365,260,1,57279
1135,365,327,4,73698
1136,366,195,2,24956
1137,366,10,2,16545
1138,367,173,2,71251
1139,368,67,3,62852
1140,368,190,1,43996
1141,368,341,1,42589
1142,368,302,2,14265
1143,368,358,2,53992
1144,369,275,2,4146
1145,369,73,1,61085
1146,370,221,1,63579
1147,370,142,1,16938
1148,370,159,2,7085
1149,370,171,3,10452
1150,371,409,2,8348
1151,371,248,4,20744
1152,371,355,3,75414
1153,371,408,3,7781
1154,372,218,2,50966
1155,373,231,2,50468
1156,373,260,3,7864
1157,374,376,3,54207
1158,374,407,1,4581
1159,374,299,2,23947
1160,374,13,3,64827
1161,375,458,3,77895
1162,375,383,2,45934
1163,376,61,2,35895
1164,376,31,4,51464
1165,376,455,4,79022
1166,377,244,4,52056
1167,377,373,2,55407
1168,377,184,1,79119
1169,377,301,2,6301
1170,377,358,3,49812
1171,378,228,3,64986
1172,378,54,4,34250
1173,379,448,3,56757
1174,379,155,2,29060
1175,379,314,3,16618
1176,380,284,1,23693
1177,381,34,2,76469
1178,382,133,2,75903
1179,382,459,2,7581
1180,382,257,4,34397
1181,383,185,1,44484
1182,384,30,4,22248
1183,384,161,3,50946
1184,384,234,2,22903
1185,384,71,1,79751
1186,384,10,4,72441
1187,385,335,3,5161
1188,385,199,1,75298
1189,385,263,4,1056
1190,385,456,2,27528
1191,386,289,1,56702
1192,386,397,4,31369
1193,386,66,2,69904
1194,386,352,4,67144
1195,386,78,1,58476
1196,387,286,3,24351
1197,387,457,1,47127
1198,388,306,2,57242
1199,389,256,2,66803
1200,389,13,1,3755
1201,389,433,2,28045
1202,389,428,4,59778
1203,389,114,1,35763
1204,390,182,2,38742
1205,391,106,1,53923
1206,391,259,2,23881
1207,391,21,4,15556
1208,392,136,4,42659
1209,392,39,1,15661
1210,392,47,1,73717
1211,393,371,4,1696
1212,393,80,1,15918
1213,393,494,1,39765
1214,393,137,4,13415
1215,394,55,3,4731
1216,394,418,1,44936
1217,395,101,1,26952
1218,395,430,3,56175
1219,395,451,1,8450
1220,396,161,1,43535
1221,396,318,2,2698
1222,396,374,4,18111
1223,396,43,4,59061
1224,397,265,4,77180
1225,397,450,4,70729
1226,397,57,2,8299
1227,397,217,4,65314
1228,397,28,2,53671
1229,398,456,3,19600
1230,398,190,4,40782
1231,398,308,2,62086
1232,398,317,3,53116
1233,398,85,4,72586
1234,399,310,1,53283
1235,399,421,2,73985
1236,399,61,1,40726
1237,399,285,4,49454
1238,400,122,2,5974
1239,400,27,2,45264
1240,400,228,1,28678
1241,400,21,4,52066
1242,400,424,1,24052
1243,401,31,3,43450
1244,401,447,2,73308
1245,401,399,3,58037
1246,401,500,1,1356
