order_id,customer_id,order_date,status,shipper_id
252,4877,2025-06-27,Cancelled,3
253,4080,2026-04-28,Processing,5
254,2884,2026-05-27,Processing,4
255,2260,2026-01-09,Delivered,5
256,1586,2025-06-14,Processing,1
257,3367,2026-04-23,Cancelled,2
258,2368,2025-05-22,Cancelled,5
259,2813,2026-03-16,Shipped,4
260,4764,2025-12-27,Delivered,4
261,2400,2025-06-22,Delivered,3
262,2376,2025-10-03,Processing,1
263,4956,2025-12-12,Shipped,5
264,3232,2026-01-06,Delivered,3
265,1401,2024-12-26,Delivered,1
266,1344,2024-09-27,Cancelled,2
267,3758,2024-10-18,Delivered,4
268,3279,2025-10-14,Processing,5
269,4931,2026-01-23,Delivered,1
270,4460,2024-12-08,Shipped,3
271,4380,2025-08-09,Processing,3
272,4261,2025-02-13,Delivered,2
273,5,2024-09-27,Shipped,1
274,2703,2026-02-21,Cancelled,3
275,4431,2026-04-12,Shipped,5
276,4875,2025-06-05,Cancelled,3
277,869,2025-06-15,Processing,4
278,1938,2026-03-10,Delivered,2
279,3663,2024-12-21,Processing,1
280,388,2024-12-13,Delivered,2
281,377,2024-12-05,Processing,4
282,3304,2026-06-07,Delivered,5
283,4887,2025-05-20,Processing,2
284,142,2026-01-10,Processing,4
285,2399,2024-08-02,Delivered,5
286,2139,2024-11-16,Shipped,4
287,4435,2024-11-13,Processing,4
288,3677,2025-07-10,Delivered,5
289,3931,2025-01-19,Delivered,1
290,4349,2025-01-31,Cancelled,2
291,3396,2025-08-31,Delivered,1
292,926,2024-09-11,Shipped,4
293,3051,2024-07-01,Delivered,1
294,1892,2025-06-08,Processing,3
295,2483,2025-10-07,Processing,2
296,4928,2025-06-20,Delivered,4
297,3965,2026-05-10,Processing,3
298,3457,2026-03-01,Cancelled,3
299,1351,2024-08-17,Processing,1
300,3096,2026-04-06,Shipped,2
301,958,2025-02-01,Processing,3
302,4894,2024-07-15,Cancelled,4
303,1122,2026-06-04,Processing,4
304,1461,2025-02-10,Shipped,2
305,1024,2025-08-17,Delivered,3
306,1933,2026-02-25,Shipped,3
307,3602,2025-01-17,Delivered,3
308,4088,2025-08-13,Processing,4
309,3186,2026-04-14,Processing,5
310,2364,2024-09-01,Processing,3
311,4893,2026-01-30,Shipped,5
312,3581,2025-05-19,Processing,2
313,790,2025-03-05,Shipped,5
314,1846,2025-09-30,Processing,1
315,4007,2025-02-27,Delivered,2
316,2355,2025-04-08,Processing,3
317,1788,2024-12-02,Delivered,2
318,4882,2026-06-13,Delivered,1
319,2041,2024-08-08,Cancelled,2
320,1515,2024-07-05,Delivered,1
321,3870,2024-12-17,Shipped,2
322,3796,2025-03-11,Cancelled,2
323,3487,2025-09-18,Processing,5
324,4470,2026-06-24,Shipped,5
325,2839,2024-09-03,Processing,3
326,4540,2026-01-27,Processing,2
327,1483,2024-08-14,Processing,2
328,2837,2025-12-22,Shipped,3
329,831,2025-12-01,Cancelled,1
330,4116,2024-06-26,Processing,4
331,3017,2025-10-19,Delivered,4
332,546,2026-01-15,Delivered,3
333,428,2025-04-07,Delivered,3
334,2528,2024-07-08,Delivered,3
335,3672,2024-10-23,Cancelled,3
336,2206,2026-06-12,Cancelled,2
337,3000,2024-11-18,Shipped,3
338,1157,2024-09-02,Processing,4
339,4333,2024-09-26,Processing,1
340,3779,2025-06-01,Delivered,3
341,4757,2025-07-01,Processing,5
342,3764,2025-09-25,Shipped,3
343,2371,2025-02-24,Shipped,1
344,2731,2025-03-05,Shipped,4
345,4183,2026-04-22,Delivered,2
346,1600,2026-04-26,Delivered,5
347,1784,2026-01-18,Cancelled,1
348,563,2026-03-27,Shipped,2
349,4270,2025-07-12,Shipped,4
350,307,2025-07-21,Cancelled,5
351,4383,2024-10-14,Shipped,5
352,560,2025-05-26,Processing,2
353,3932,2025-09-08,Cancelled,2
354,79,2025-11-30,Processing,5
355,3562,2025-02-26,Shipped,3
356,513,2026-03-03,Processing,2
357,1002,2024-08-02,Cancelled,3
358,3348,2024-12-04,Processing,2
359,2683,2024-12-31,Shipped,4
360,4194,2025-07-07,Delivered,1
361,4194,2025-11-08,Delivered,3
362,3481,2026-04-20,Cancelled,2
363,2397,2024-09-22,Processing,4
364,4068,2025-10-30,Delivered,4
365,3627,2024-11-30,Cancelled,2
366,4854,2025-12-01,Cancelled,5
367,535,2024-10-09,Processing,2
368,1720,2026-05-13,Cancelled,2
369,4815,2026-03-27,Processing,4
370,3523,2025-07-17,Processing,3
371,432,2025-04-05,Delivered,1
372,919,2024-12-10,Delivered,5
373,4879,2024-10-23,Processing,4
374,1867,2026-01-30,Delivered,5
375,1917,2025-02-24,Processing,2
376,780,2025-03-03,Delivered,5
377,4870,2026-05-17,Cancelled,5
378,2380,2026-03-16,Processing,2
379,2416,2025-03-22,Cancelled,3
380,4216,2024-10-24,Processing,5
381,3751,2025-02-19,Processing,4
382,1399,2024-08-18,Processing,4
383,2692,2025-06-13,Processing,5
384,1036,2026-03-22,Delivered,5
385,421,2026-03-03,Shipped,2
386,586,2026-02-20,Cancelled,5
387,3791,2026-03-15,Delivered,2
388,2452,2026-02-02,Shipped,5
389,3702,2026-01-01,Delivered,4
390,118,2024-07-30,Processing,5
391,4335,2026-03-14,Processing,3
392,2693,2025-11-02,Delivered,3
393,1689,2024-08-02,Cancelled,4
394,1310,2025-04-06,Cancelled,5
395,859,2025-11-07,Delivered,2
396,1783,2025-12-09,Delivered,2
397,4327,2024-12-29,Processing,4
398,4394,2026-05-22,Delivered,1
399,4736,2026-03-06,Shipped,5
400,4028,2026-01-18,Delivered,3
401,2758,2024-10-13,Delivered,1
402,4693,2025-05-13,Shipped,1
403,3648,2025-08-11,Cancelled,5
404,385,2024-09-24,Processing,3
405,1211,2024-12-17,Cancelled,4
406,4794,2025-08-16,Shipped,2
407,3062,2026-03-14,Delivered,3
408,4134,2025-03-26,Delivered,4
409,98,2026-06-02,Processing,2
410,1037,2026-03-15,Cancelled,1
411,996,2025-03-31,Delivered,5
412,1976,2026-05-18,Delivered,1
413,2037,2026-01-02,Shipped,5
414,3886,2024-11-09,Processing,2
415,2582,2024-11-20,Processing,1
416,1994,2025-05-31,Cancelled,1
417,4702,2025-08-11,Delivered,5
418,2688,2025-06-04,Delivered,5
419,1008,2025-06-05,Delivered,3
420,2685,2025-09-10,Delivered,2
421,2453,2025-01-19,Shipped,4
422,1693,2025-07-09,Cancelled,1
423,2812,2026-03-24,Cancelled,2
424,3106,2025-11-22,Cancelled,2
425,3604,2025-11-11,Delivered,2
426,2857,2025-09-18,Cancelled,5
427,2010,2024-12-25,Shipped,3
428,1983,2024-10-10,Delivered,1
429,2736,2024-12-02,Processing,4
430,741,2024-12-18,Processing,3
431,3690,2025-09-30,Shipped,1
432,2739,2025-03-24,Cancelled,4
433,1962,2025-09-16,Cancelled,5
434,1524,2025-08-17,Processing,3
435,948,2025-10-10,Delivered,4
436,2378,2025-01-10,Shipped,4
437,349,2024-07-30,Shipped,5
438,1966,2025-11-07,Cancelled,4
439,1489,2025-02-24,Cancelled,1
440,1298,2025-12-05,Cancelled,4
441,3358,2025-11-24,Delivered,3
442,2043,2025-11-02,Processing,2
443,4270,2024-08-08,Delivered,4
444,2089,2025-07-05,Processing,1
445,3377,2024-12-27,Delivered,1
446,859,2025-10-16,Cancelled,3
447,1678,2024-11-26,Processing,5
448,2455,2025-08-24,Cancelled,3
449,352,2024-09-10,Processing,1
450,307,2024-11-26,Shipped,5
451,4480,2025-07-19,Delivered,2
452,4018,2026-02-10,Shipped,1
453,2164,2026-06-16,Shipped,4
454,3439,2025-05-23,Shipped,4
455,1101,2024-09-22,Delivered,3
456,2124,2025-11-11,Processing,4
457,951,2025-10-10,Shipped,5
458,2597,2024-07-29,Shipped,1
459,4714,2025-11-04,Cancelled,5
460,368,2025-04-06,Cancelled,4
461,3295,2025-11-05,Processing,5
462,30,2025-04-22,Shipped,2
463,4143,2025-04-01,Processing,5
464,4171,2026-06-09,Cancelled,3
465,2621,2025-03-13,Processing,1
466,1943,2024-09-08,Processing,5
467,3717,2025-10-05,Shipped,4
468,1010,2026-01-27,Cancelled,3
469,1611,2026-02-25,Delivered,4
470,4529,2026-03-23,Delivered,1
471,3144,2024-11-03,Processing,1
472,1664,2024-07-26,Processing,2
473,4839,2024-08-25,Delivered,5
474,4043,2025-06-02,Shipped,5
475,3850,2026-01-14,Cancelled,3
476,4195,2025-11-10,Shipped,2
477,1757,2025-01-25,Cancelled,3
478,3891,2025-01-08,Cancelled,1
479,2057,2024-12-25,Delivered,2
480,70,2026-05-25,Delivered,5
481,924,2024-07-23,Processing,2
482,4200,2024-11-15,Cancelled,1
483,1527,2024-10-11,Shipped,4
484,1092,2025-12-27,Processing,3
485,1367,2025-10-07,Delivered,3
486,556,2026-05-21,Shipped,2
487,697,2025-08-06,Delivered,3
488,3689,2025-07-06,Cancelled,2
489,60,2026-06-19,Processing,3
490,544,2024-07-13,Delivered,1
491,4053,2025-06-13,Processing,1
492,4629,2026-03-26,Shipped,2
493,2218,2025-06-05,Processing,2
494,4513,2025-05-24,Delivered,1
495,3955,2026-05-17,Processing,1
496,1184,2025-07-17,Shipped,3
497,4457,2024-10-30,Cancelled,1
498,4812,2025-05-12,Cancelled,2
499,3194,2024-10-28,Processing,5
500,3334,2025-07-24,Shipped,2
501,1454,2025-03-11,Processing,1
502,4064,2025-03-28,Processing,2
503,1520,2024-08-17,Processing,1
504,2172,2025-01-02,Shipped,2
505,3435,2025-08-09,Delivered,1
506,4372,2025-11-27,Delivered,1
507,1577,2026-04-17,Processing,4
508,4308,2026-02-25,Cancelled,1
509,3126,2025-02-28,Shipped,1
510,3891,2025-02-12,Delivered,2
511,4475,2025-10-01,Cancelled,4
512,1392,2026-03-25,Delivered,2
513,288,2025-03-04,Delivered,5
514,2747,2025-04-29,Shipped,4
515,3393,2026-06-19,Shipped,1
516,4680,2026-06-23,Processing,2
517,3353,2026-02-15,Delivered,1
518,2777,2026-01-19,Cancelled,4
519,4956,2025-03-26,Processing,1
520,491,2025-03-03,Delivered,4
521,1994,2025-08-09,Shipped,3
522,4613,2025-10-12,Delivered,1
523,3780,2026-02-26,Shipped,5
524,3781,2025-05-30,Delivered,2
525,284,2025-08-06,Cancelled,2
526,1313,2025-06-30,Delivered,1
527,1673,2024-07-17,Cancelled,5
528,338,2025-03-15,Cancelled,1
529,3194,2024-09-23,Cancelled,2
530,1521,2025-08-12,Delivered,1
531,2080,2026-05-05,Processing,3
532,3339,2026-06-09,Delivered,4
533,909,2025-03-03,Shipped,5
534,561,2025-01-08,Cancelled,1
535,3726,2024-09-04,Processing,3
536,2007,2025-04-01,Cancelled,1
537,1186,2025-03-17,Shipped,3
538,2402,2025-02-07,Shipped,2
539,2954,2025-09-30,Shipped,1
540,3255,2025-11-13,Delivered,2
541,2805,2026-04-30,Shipped,2
542,4815,2024-12-09,Processing,1
543,1163,2026-06-08,Delivered,5
544,2225,2026-02-01,Processing,4
545,3887,2025-03-03,Shipped,4
546,186,2024-08-22,Shipped,2
547,3447,2025-07-03,Processing,3
548,774,2025-02-14,Shipped,2
549,3853,2025-12-03,Cancelled,1
550,3815,2026-01-19,Processing,5
551,198,2025-12-14,Shipped,3
552,2826,2026-02-27,Processing,5
553,4425,2025-04-07,Processing,1
554,3132,2025-11-26,Delivered,2
555,867,2025-03-20,Delivered,5
556,905,2026-02-16,Processing,5
557,4764,2024-09-18,Delivered,2
558,3522,2025-02-19,Cancelled,3
559,4970,2025-06-07,Cancelled,3
560,3924,2025-09-21,Cancelled,5
561,3452,2026-03-04,Shipped,2
562,3798,2025-10-22,Cancelled,1
563,80,2025-05-09,Processing,3
564,3738,2024-11-16,Processing,1
565,4188,2025-05-04,Shipped,4
566,4567,2024-07-19,Delivered,5
567,898,2025-01-09,Delivered,4
568,2389,2024-09-01,Shipped,1
569,3582,2025-05-02,Processing,1
570,413,2024-09-22,Cancelled,5
571,4335,2025-05-23,Shipped,4
572,4981,2025-02-12,Shipped,2
573,2671,2024-08-23,Shipped,3
574,4427,2025-02-13,Processing,5
575,3581,2025-04-09,Processing,4
576,321,2025-03-04,Shipped,1
577,1836,2025-01-24,Cancelled,3
578,2248,2025-04-12,Cancelled,2
579,1213,2026-01-31,Delivered,2
580,541,2025-05-04,Shipped,2
581,4028,2026-01-04,Shipped,1
582,2944,2024-12-05,Processing,1
583,1706,2024-08-19,Shipped,1
584,500,2025-11-10,Delivered,1
585,4494,2025-05-19,Cancelled,2
586,2390,2024-09-19,Cancelled,4
587,1961,2024-12-19,Delivered,5
588,40,2024-11-15,Delivered,5
589,4269,2026-02-22,Delivered,1
590,2066,2025-10-29,Delivered,4
591,22,2025-03-22,Delivered,5
592,757,2025-09-03,Cancelled,5
593,1248,2024-09-19,Shipped,2
594,4051,2025-07-24,Shipped,4
595,4768,2025-08-31,Cancelled,5
596,367,2025-12-29,Cancelled,1
597,4439,2025-08-23,Processing,3
598,4451,2025-12-01,Delivered,5
599,3484,2025-11-25,Cancelled,3
600,3183,2025-08-31,Shipped,1
601,416,2025-04-02,Delivered,5
602,4830,2026-04-17,Processing,2
603,2041,2024-10-31,Cancelled,1
604,793,2026-04-12,Shipped,4
605,676,2025-06-05,Delivered,5
606,698,2026-04-30,Processing,1
607,4950,2025-04-09,Processing,3
608,2702,2026-03-12,Shipped,5
609,2532,2025-04-27,Shipped,1
610,1550,2026-02-23,Processing,1
611,561,2026-02-16,Processing,2
612,2654,2025-11-06,Shipped,3
613,3383,2025-07-10,Cancelled,1
614,3658,2025-02-02,Processing,4
615,4709,2026-04-24,Processing,3
616,4768,2025-04-14,Processing,4
617,3539,2025-09-18,Cancelled,2
618,440,2025-04-08,Delivered,1
619,4510,2025-02-24,Shipped,3
620,132,2024-09-02,Shipped,5
621,751,2025-01-30,Shipped,2
622,1823,2025-12-17,Cancelled,5
623,2368,2025-11-20,Delivered,2
624,3204,2024-06-28,Shipped,1
625,4349,2025-12-28,Processing,5
626,574,2024-08-02,Cancelled,3
627,2661,2025-01-10,Shipped,4
628,1863,2026-01-07,Processing,2
629,3372,2024-11-19,Processing,2
630,1821,2026-04-30,Processing,4
631,143,2025-01-04,Delivered,3
632,715,2024-12-19,Shipped,5
633,776,2026-04-30,Shipped,5
634,2720,2025-03-01,Delivered,5
635,952,2024-11-30,Cancelled,1
636,1448,2025-04-28,Processing,3
637,4625,2025-05-31,Delivered,3
638,3257,2025-06-11,Delivered,1
639,499,2024-09-06,Cancelled,5
640,1417,2024-10-08,Shipped,1
641,2167,2025-12-07,Cancelled,4
642,193,2025-10-18,Delivered,1
643,1047,2025-12-27,Shipped,5
644,1175,2026-06-19,Cancelled,1
645,243,2025-11-08,Delivered,2
646,1643,2025-09-07,Shipped,5
647,3500,2024-10-27,Delivered,3
648,734,2025-12-18,Shipped,1
649,2167,2024-06-28,Processing,1
650,4078,2026-03-30,Cancelled,4
651,2664,2024-09-14,Shipped,3
652,2557,2025-06-06,Cancelled,1
653,2503,2025-11-25,Shipped,2
654,3603,2024-10-06,Cancelled,2
655,2457,2024-10-16,Cancelled,1
656,878,2024-08-31,Delivered,3
657,1939,2025-05-21,Delivered,3
658,4090,2024-12-10,Shipped,3
659,4029,2024-11-07,Shipped,3
660,1925,2025-11-19,Processing,5
661,3456,2025-01-15,Delivered,4
662,3358,2024-09-06,Shipped,2
663,2604,2025-10-28,Delivered,2
664,3759,2026-02-13,Shipped,4
665,3712,2025-07-14,Delivered,5
666,3212,2026-03-17,Cancelled,4
667,2877,2024-12-12,Cancelled,2
668,1066,2025-09-15,Processing,1
669,3621,2025-04-23,Cancelled,5
670,3621,2025-01-08,Processing,5
671,2404,2025-03-03,Cancelled,4
672,660,2024-07-09,Shipped,5
673,493,2025-07-22,Shipped,3
674,124,2026-05-26,Delivered,4
675,892,2025-08-17,Processing,5
676,4634,2025-05-23,Cancelled,3
677,1193,2025-02-19,Shipped,2
678,2566,2025-08-31,Processing,2
679,2520,2025-11-20,Delivered,3
680,3435,2025-01-23,Cancelled,5
681,1249,2024-06-28,Delivered,2
682,712,2025-05-18,Processing,4
683,2071,2025-03-17,Processing,2
684,2924,2024-07-13,Processing,5
685,1410,2024-09-06,Delivered,4
686,2265,2024-08-31,Processing,1
687,1014,2025-10-24,Delivered,5
688,4040,2026-01-23,Shipped,5
689,4510,2026-05-20,Delivered,5
690,1203,2024-07-28,Cancelled,2
691,21,2024-09-26,Cancelled,2
692,2513,2025-08-08,Shipped,3
693,4807,2025-12-29,Processing,5
694,4119,2026-02-21,Shipped,1
695,4328,2025-04-08,Processing,5
696,3439,2026-03-17,Delivered,4
697,3320,2025-03-04,Processing,1
698,2846,2024-09-08,Delivered,1
699,359,2025-03-22,Shipped,1
700,1319,2025-09-25,Processing,3
701,1607,2025-11-10,Processing,1
702,1528,2025-11-07,Shipped,1
703,971,2026-06-22,Cancelled,1
704,2548,2025-07-26,Cancelled,1
705,1964,2025-11-21,Cancelled,2
706,824,2026-05-08,Cancelled,1
707,479,2025-06-21,Shipped,2
708,512,2025-03-29,Shipped,1
709,4872,2024-07-26,Cancelled,5
710,4852,2026-01-03,Delivered,1
711,733,2025-04-20,Processing,1
712,109,2025-04-16,Shipped,3
713,3890,2025-08-06,Delivered,2
714,877,2024-08-28,Cancelled,1
715,4831,2026-06-13,Cancelled,5
716,3400,2025-03-23,Delivered,1
717,3179,2026-01-22,Shipped,3
718,418,2026-05-04,Processing,1
719,4767,2024-10-17,Processing,4
720,4292,2025-04-18,Processing,3
721,78,2025-05-05,Delivered,1
722,1688,2025-08-26,Cancelled,3
723,1831,2025-10-28,Processing,5
724,1357,2026-04-09,Delivered,1
725,3872,2026-01-30,Shipped,5
726,4330,2025-12-29,Cancelled,5
727,29,2026-03-27,Cancelled,2
728,3834,2024-10-17,Delivered,2
729,3834,2024-07-14,Delivered,4
730,867,2026-01-01,Cancelled,1
731,4527,2024-07-13,Delivered,5
732,3851,2025-09-10,Shipped,2
733,1662,2025-10-17,Cancelled,3
734,3942,2024-10-26,Cancelled,1
735,4387,2024-07-30,Shipped,4
736,2776,2024-08-22,Shipped,1
737,3666,2026-02-20,Cancelled,5
738,869,2025-05-15,Delivered,2
739,2350,2024-07-21,Delivered,5
740,3002,2024-06-26,Processing,4
741,4101,2025-08-16,Delivered,1
742,1391,2026-01-07,Processing,3
743,1591,2024-11-19,Shipped,2
